"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"HB932","General Assembly; recodification of Title 30, effective clause for certain enactments.","H0264","Simon","H20","Fiscal Impact Statement from Department of Planning and Budget (HB932)","4/6/2026","S05","","3/30/2026","Conference Report released","3/14/2026","Assigned Chapter 972(Effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB932","1/13/2026","HB932E","2/11/2026","HB932ER","3/30/2026","","","","","","","H8500","S5620","C6038","G7050","","1/13/2026","G7050"
"HB933","Penalties for failure to appear; definition, contempt.","H0264","Simon","H08","Fiscal Impact Statement from Department of Planning and Budget (HB933)","3/11/2026","S13","","3/2/2026","","","Acts of Assembly Chapter text (CHAP0241)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB933","1/13/2026","HB933H1","2/4/2026","HB933S1","2/19/2026","HB933ER","3/2/2026","CHAP0241","4/6/2026","","","H8500","S5620","","G9998","CHAP0241","1/13/2026","G9998"
"HB934","Alcoholic beverage control; distiller's licensees as agents of Board, sale of alcoholic beverages.","H0264","Simon","H02","Failed to Pass from conference","3/14/2026","S05","Senate insisted on substitute Block Vote (40-Y 0-N 0-A)","3/12/2026","","","","","N","Y","Y","N","Y","N","N","N","HB934","1/13/2026","HB934H2","2/13/2026","HB934S2","3/9/2026","","","","","","","H9526","S5520","","","","1/13/2026","H9526"
"HB935","Virginia Clean Energy and Battery Storage Promotion Program; established, report.","H0239","Lopez","H14","Continued to next session in Labor and Commerce (Voice Vote)","2/10/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB935","1/13/2026","","","","","","","","","","","H1440","","","","","1/13/2026","H1440"
"HB936","Parking violations; enforcement by certain counties, parking ordinances or regulations, sunset.","H0239","Lopez","H19","Read third time and passed House (48-Y 37-N 0-A)","2/17/2026","S11","Senate committee offered","2/27/2026","","","","","N","Y","N","N","Y","N","N","N","HB936","1/13/2026","HB936H1","2/10/2026","","","","","","","","","H5000","S8122","","","","1/13/2026","S8122"
"HB937","Virginia Resiliency Grant Program and Fund; established and created.","H0393","Franklin, L.V.","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB937","1/13/2026","","","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB938","Publicly owned treatment works; monitoring of PFAS.","H0336","Clark","H02","Enrolled Bill communicated to Governor on March 25, 2026","3/25/2026","S05","","3/14/2026","","","Approved by Governor-Chapter 709 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB938","1/13/2026","HB938H1","2/11/2026","HB938ER","3/14/2026","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB939","Higher ed. institu., baccalaureate public; board of visitors of Richard Bland College, membership.","H0393","Franklin, L.V.","H09","Incorporated by Education (HB1385-Franklin, L.V.)  (Voice Vote)","2/11/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB939","1/13/2026","","","","","","","","","","","H0999","","","","","1/13/2026","H0999"
"HB940","Suffolk, City of; amending charter, clarifying membership of city council.","H0336","Clark","H07","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S07","","3/2/2026","","","Acts of Assembly Chapter text (CHAP0243)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB940","1/13/2026","HB940ER","3/2/2026","CHAP0243","4/6/2026","","","","","","","H7010","S5620","","G9998","CHAP0243","1/13/2026","G9998"
"HB941","High school graduation requirements; hands-on bleeding control training.","H0336","Clark","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB941","1/13/2026","","","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB942","Custody and visitation of a child; possession or consumption of authorized substances.","H0336","Clark","H08","Enrolled Bill communicated to Governor on March 14, 2026","3/14/2026","S13","","3/13/2026","","","Approved by Governor-Chapter 711 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB942","1/13/2026","HB942E","2/9/2026","HB942S1","3/3/2026","HB942ER","3/13/2026","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB943","Campus police officers; free use of toll facilities.","H0393","Franklin, L.V.","H19","Passed House (98-Y 0-N 0-A)","2/4/2026","S05","Passed by indefinitely in Finance and Appropriations (15-Y 0-N)","3/3/2026","","","","","N","Y","N","N","Y","N","N","N","HB943","1/13/2026","HB943S1","2/19/2026","","","","","","","","","H5001","S0590","","","","1/13/2026","S0590"
"HB944","Workplace violence; policy required for certain employers, civil penalty, delayed effective date.","H0336","Clark","H14","Fiscal Impact Statement from Department of Planning and Budget (HB944)","2/17/2026","S05","Committee substitute printed 26109448D-S1","3/9/2026","","","","","N","Y","N","N","N","Y","N","N","HB944","1/13/2026","HB944H1","2/13/2026","HB944S1","3/9/2026","","","","","","","H8500","S4640","","","","1/13/2026","S4640"
"HB945","Geothermal energy; Dept. of Energy to study, SCC to establish requirements for high energy users.","H0336","Clark","H20","Left in Committee Rules","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB945","1/13/2026","","","","","","","","","","","H2094","","","","","1/13/2026","H2094"
"HB946","Income tax, state; affordable rental housing tax credit.","H0393","Franklin, L.V.","H10","Continued to next session in Finance (Voice Vote)","2/11/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB946","1/13/2026","","","","","","","","","","","H1040","","","","","1/13/2026","H1040"
"HB947","Virginia Youth Empowerment and Mentoring Grant Fund and Program; created and established.","H0311","Askew","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB947","1/13/2026","","","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB948","Virginia Minimum Wage Act; enforcement, penalties.","H0340","Maldonado","H14","Left in Labor and Commerce","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB948","1/13/2026","","","","","","","","","","","H1494","","","","","1/13/2026","H1494"
"HB949","Covenants not to compete; exceptions, civil penalty.","H0239","Lopez","H14","Continued to next session in Labor and Commerce (Voice Vote)","2/3/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB949","1/13/2026","","","","","","","","","","","H1440","","","","","1/13/2026","H1440"
"HB950","Unmanned aircraft systems; use by public bodies, search warrant required, exceptions.","H0239","Lopez","H08","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S13","","3/9/2026","","","Acts of Assembly Chapter text (CHAP0245)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB950","1/13/2026","HB950E","2/9/2026","HB950ER","3/9/2026","CHAP0245","4/6/2026","","","","","H7010","S5620","","G9998","CHAP0245","1/13/2026","G9998"
"HB951","Housing and Community Development, Board of; ad hoc committees.","H0239","Lopez","H11","Enrolled Bill communicated to Governor on March 25, 2026","3/25/2026","S12","","3/14/2026","","","Approved by Governor-Chapter 712 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB951","1/13/2026","HB951ER","3/14/2026","","","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB952","Chesapeake Bay Watershed Nutrient Credit Exchange Program; certain industrial stormwater permittees.","H0239","Lopez","H01","Enrolled Bill communicated to Governor on March 25, 2026","3/25/2026","S01","","3/14/2026","","","Governor's recommendation received by House","4/11/2026","N","Y","Y","Y","N","N","N","N","HB952","1/13/2026","HB952H1","2/11/2026","HB952ER","3/14/2026","HB952H2","4/13/2026","","","","","H7010","S5620","","G7210","","1/13/2026","G7210"
"HB953","Future of redevelopment and housing authorities; DHCD, et al., to examine, report.","H0297","Guzman","H20","Left in Committee Rules","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB953","1/13/2026","","","","","","","","","","","H2094","","","","","1/13/2026","H2094"
"HB954","Rounding procedures; taxes and fees calculated, report.","H0108","Watts","H10","Fiscal Impact statement From TAX (3/23/2026 9:36 am)","3/23/2026","S05","","3/13/2026","","","Approved by Governor-Chapter 713 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB954","1/13/2026","HB954H1","2/12/2026","HB954S1","3/4/2026","HB954ER","3/13/2026","","","","","H8500","S5620","","G7050","","1/13/2026","G7050"
"HB955","Certain student enrollment data; State Council of Higher Education for Virginia to annually report.","H0297","Guzman","H09","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S04","","3/9/2026","","","Approved by Governor-Chapter 714 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB955","1/13/2026","HB955H1","2/9/2026","HB955ER","3/9/2026","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB956","License taxes; deduction for out-of-state receipts.","H0108","Watts","H10","Left in Finance","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB956","1/13/2026","","","","","","","","","","","H1094","","","","","1/13/2026","H1094"
"HB957","Public elementary & secondary schools; use 988 Suicide & Crisis Lifeline to address bullying, etc.","H0297","Guzman","H09","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S04","","3/9/2026","","","Acts of Assembly Chapter text (CHAP0246)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB957","1/13/2026","HB957H1","2/9/2026","HB957ER","3/9/2026","CHAP0246","4/6/2026","","","","","H7010","S5620","","G9998","CHAP0246","1/13/2026","G9998"
"HB958","Income tax, corporate; taxable income, net operating loss.","H0108","Watts","H10","Read third time and passed House (96-Y 1-N 1-A)","2/10/2026","S05","Continued to next session in Finance and Appropriations (14-Y 1-N)","3/3/2026","","","","","N","Y","N","N","N","Y","N","N","HB958","1/13/2026","","","","","","","","","","","H5000","S0540","","","","1/13/2026","S0540"
"HB959","Income tax, state; retirement income of certain federal employees.","H0108","Watts","H10","Left in Finance","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB959","1/13/2026","","","","","","","","","","","H1094","","","","","1/13/2026","H1094"
"HB960","Personal property taxes; valuation, effective clause.","H0108","Watts","H10","Fiscal Impact statement From TAX (2/17/2026 4:03 pm)","2/17/2026","S05","Continued to next session in Finance and Appropriations (15-Y 0-N)","3/3/2026","","","","","N","Y","N","N","N","Y","N","N","HB960","1/13/2026","HB960E","2/2/2026","","","","","","","","","H8500","S0540","","","","1/13/2026","S0540"
"HB961","Retail Sales and Use Tax; commercial and industrial exemptions, data centers.","H0108","Watts","H10","Incorporated by Finance (HB897-Sullivan)  (Voice Vote)","2/11/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB961","1/13/2026","","","","","","","","","","","H1099","","","","","1/13/2026","H1099"
"HB962","Employer seeking wage or salary history of prospective employees; prohibited, etc.","H0396","Mehta","H14","Left in Labor and Commerce","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB962","1/13/2026","","","","","","","","","","","H1494","","","","","1/13/2026","H1494"
"HB963","Constitutional amendment; qualifications of voters, right to vote, persons not entitled to vote.","H0284","Price","H18","Fiscal Impact Statement from Department of Planning and Budget (HB963)","2/11/2026","S08","","2/4/2026","","","Acts of Assembly Chapter text (CHAP0004)","2/6/2026","N","Y","Y","Y","N","N","Y","N","HB963","1/13/2026","HB963ER","2/4/2026","CHAP0004","2/6/2026","","","","","","","H8500","S5620","","G9998","CHAP0004","1/13/2026","G9998"
"HB964","Voter registration; restoration of political rights upon release from incarceration.","H0284","Price","H18","Fiscal Impact Statement from Department of Planning and Budget (HB964)","3/16/2026","S05","","3/13/2026","","","Governor's recommendation received by House","4/11/2026","N","Y","Y","Y","N","N","N","N","HB964","1/13/2026","HB964E","2/11/2026","HB964S1","2/24/2026","HB964ER","3/13/2026","HB964H1","4/13/2026","","","H8500","S5620","","G7210","","1/13/2026","G7210"
"HB965","National Popular Vote Compact; enters Virginia into an interstate compact.","H0284","Price","H18","Fiscal Impact Statement from Department of Planning and Budget (HB965)","3/11/2026","S08","","3/9/2026","","","Approved by Governor-Chapter 715 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB965","1/13/2026","HB965E","2/11/2026","HB965ER","3/9/2026","","","","","","","H8500","S5620","","G7050","","1/13/2026","G7050"
"HB966","Systematic Alien Verification for Entitlements Program (SAVE Program); use by Dept. of Elections.","H0284","Price","H18","Incorporated by Privileges and Elections (HB972-Price)  (Voice Vote)","2/13/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB966","1/13/2026","","","","","","","","","","","H1899","","","","","1/13/2026","H1899"
"HB967","Voting Rights Act of Virginia; revises provisions.","H0284","Price","H18","Fiscal Impact Statement from Department of Planning and Budget (HB967)","3/16/2026","S05","","3/13/2026","","","Approved by Governor-Chapter 717 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB967","1/13/2026","HB967ER","3/13/2026","","","","","","","","","H8500","S5620","","G7050","","1/13/2026","G7050"
"HB968","Election results; counting machine-readable ballots, processing absentee ballots.","H0284","Price","H18","Enrolled Bill communicated to Governor on March 14, 2026","3/14/2026","S08","","3/11/2026","","","Approved by Governor-Chapter 718 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB968","1/13/2026","HB968H1","1/30/2026","HB968S1","2/25/2026","HB968ER","3/11/2026","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB969","Virginia Gun Violence Prevention Center; work group to develop policy, etc., to establish.","H0284","Price","H02","Fiscal Impact Statement from Department of Planning and Budget (HB969)","4/1/2026","S05","","3/30/2026","Conference Report released","3/13/2026","Governor's recommendation received by House","4/13/2026","N","Y","Y","Y","N","N","N","N","HB969","1/13/2026","HB969H1","2/6/2026","HB969S1","2/23/2026","HB969H2","3/14/2026","HB969ER","3/30/2026","HB969H3","4/14/2026","H8500","S5620","C6038","G7210","","1/13/2026","G7210"
"HB970","Dental assistants; supragingival scaling and coronal polishing, certification.","H0284","Price","H24","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S04","","2/25/2026","","","Acts of Assembly Chapter text (CHAP0439)","4/8/2026","N","Y","Y","Y","N","N","Y","N","HB970","1/13/2026","HB970H1","2/10/2026","HB970ER","2/25/2026","CHAP0439","4/8/2026","","","","","H7010","S5620","","G9998","CHAP0439","1/13/2026","G9998"
"HB971","College student-athletes; biometric data, protections and limitations.","H0284","Price","H09","Enrolled Bill communicated to Governor on March 25, 2026","3/25/2026","S04","","3/14/2026","","","Acts of Assembly Chapter text (CHAP0247)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB971","1/13/2026","HB971ER","3/14/2026","CHAP0247","4/6/2026","","","","","","","H7010","S5620","","G9998","CHAP0247","1/13/2026","G9998"
"HB972","Voter registration; list maintenance activities, cancellation procedures, required record matches.","H0284","Price","H18","Fiscal Impact Statement from Department of Planning and Budget (HB972)","4/6/2026","S05","","3/30/2026","","","Governor's recommendation received by House","4/11/2026","N","Y","Y","Y","N","N","N","N","HB972","1/13/2026","HB972H1","2/13/2026","HB972ER","3/30/2026","HB972H2","4/14/2026","","","","","H8500","S5620","","G7210","","1/13/2026","G7210"
"HB973","Health records; disclosure of laboratory test results, waiting period.","H0284","Price","H24","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S04","","3/9/2026","","","Acts of Assembly Chapter text (CHAP0248)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB973","1/13/2026","HB973ER","3/9/2026","CHAP0248","4/6/2026","","","","","","","H7010","S5620","","G9998","CHAP0248","1/13/2026","G9998"
"HB974","Witness impeachment evidence designation; review process.","H0284","Price","H08","Fiscal Impact Statement from Department of Planning and Budget (HB974)","4/1/2026","S13","","3/30/2026","","","Acts of Assembly Chapter text (CHAP0441)","4/8/2026","N","Y","Y","Y","N","N","Y","N","HB974","1/13/2026","HB974E","2/16/2026","HB974ER","3/30/2026","CHAP0441","4/8/2026","","","","","H8500","S5620","","G9998","CHAP0441","1/13/2026","G9998"
"HB975","Alcoholic beverage control; food-to-beverage ratio, report.","H0334","Bennett-Parker","H11","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S09","","2/26/2026","","","Approved by Governor-Chapter 719 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB975","1/13/2026","HB975E","2/11/2026","HB975ER","2/26/2026","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB976","Person in temporary detention process; alternative transportation provider.","H0284","Price","H24","Enrolled Bill communicated to Governor on March 14, 2026","3/14/2026","S09","","3/10/2026","","","Approved by Governor-Chapter 720 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB976","1/13/2026","HB976H1","2/12/2026","HB976ER","3/10/2026","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB977","Tax laws of the Commonwealth; conformity to the Internal Revenue Code.","H0108","Watts","H10","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB977","1/13/2026","HB977H1","1/29/2026","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB978","Retail Sales and Use Tax; taxation on various services, include digital personal property.","H0108","Watts","H10","Continued to next session in Finance (Voice Vote)","2/11/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB978","1/13/2026","","","","","","","","","","","H1040","","","","","1/13/2026","H1040"
"HB979","Taxation provisions; increases standard deduction.","H0108","Watts","H10","Incorporates HB188 (Convirs-Fowler)","2/11/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB979","1/13/2026","","","","","","","","","","","H4099","","","","","1/13/2026","H4099"
"HB980","Alcoholic beverage control; voluntary no-buy program court-ordered inclusion on list of excluded persons.","H0362","Garrett","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB980","1/13/2026","HB980H1","2/10/2026","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB981","Criminal cases; prosecutorial misconduct, reasonable costs and attorney fees.","H0362","Garrett","H08","Left in Committee Courts of Justice","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB981","1/13/2026","","","","","","","","","","","H0894","","","","","1/13/2026","H0894"
"HB982","Political campaign advertisements; synthetic media, penalty.","H0362","Garrett","H18","Left in Committee Privileges and Elections","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB982","1/13/2026","","","","","","","","","","","H1894","","","","","1/13/2026","H1894"
"HB983","Immunization requirements for children; removes hepatitis B vaccine.","H0362","Garrett","H24","Left in Committee Health and Human Services","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB983","1/13/2026","","","","","","","","","","","H2494","","","","","1/13/2026","H2494"
"HB984","Virginia Consumer Protection Act; cash payments, discrimination prohibited, penalty.","H0362","Garrett","H14","Left in Labor and Commerce","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB984","1/13/2026","","","","","","","","","","","H1494","","","","","1/13/2026","H1494"
"HB985","Local land use; authority for decision belongs solely to locality. ","H0362","Garrett","H07","Stricken from docket by Counties, Cities and Towns (20-Y 1-N)","2/6/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB985","1/13/2026","","","","","","","","","","","H0793","","","","","1/13/2026","H0793"
"HB986","Fire Programs Fund; allocation, Virginia At Risk Fire Grant Program established.","H0362","Garrett","H14","Left in Labor and Commerce","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB986","1/13/2026","","","","","","","","","","","H1494","","","","","1/13/2026","H1494"
"HB987","Virginia Retirement System; service credit for career and technical education teachers.","H0362","Garrett","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB987","1/13/2026","","","","","","","","","","","H0294","","","","","1/13/2026","H0294"
"HB988","Virginia Human Rights Act; unlawful discrimination.","H0362","Garrett","H11","Left in Committee General Laws","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB988","1/13/2026","","","","","","","","","","","H1194","","","","","1/13/2026","H1194"
"HB989","Sexual abuse of children; penalty.","H0362","Garrett","H08","Left in Committee Courts of Justice","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB989","1/13/2026","","","","","","","","","","","H0894","","","","","1/13/2026","H0894"
"HB990","Virginia Higher Education Scholarship Act Fund and Program; created and established.","H0362","Garrett","H09","Left in Education","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB990","1/13/2026","","","","","","","","","","","H0994","","","","","1/13/2026","H0994"
"HB991","Income tax, state; subtraction for volunteer firefighters and emergency medical services personnel.","H0362","Garrett","H10","Left in Finance","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB991","1/13/2026","","","","","","","","","","","H1094","","","","","1/13/2026","H1094"
"HB992","Administrative Process Act; regulatory economic analysis required.","H0362","Garrett","H11","Left in Committee General Laws","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB992","1/13/2026","","","","","","","","","","","H1194","","","","","1/13/2026","H1194"
"HB993","Driver privilege cards and permits; discontinues issuance.","H0362","Garrett","H19","Left in Committee Transportation","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB993","1/13/2026","","","","","","","","","","","H1994","","","","","1/13/2026","H1994"
"HB994","Photo speed monitoring devices; placement and operation.","H0351","Seibold","H19","Fiscal Impact Statement from Department of Planning and Budget (HB994)","4/7/2026","S05","","3/30/2026","Conference Report released","3/13/2026","Approved by Governor-Chapter 968 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","Y","Y","N","HB994","1/13/2026","HB994EH1","2/16/2026","HB994S1","2/27/2026","HB994S2","3/10/2026","HB994H2","3/13/2026","HB994ER","3/30/2026","H8500","S5620","C6038","G7050","","1/13/2026","G7050"
"HB995","Trees; conservation of during land development process in Planning District 8 minimum tree canopy.","H0351","Seibold","H07","Incorporated by Counties, Cities and Towns (HB549-Hope)  (Voice Vote)","2/6/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB995","1/13/2026","","","","","","","","","","","H0799","","","","","1/13/2026","H0799"
"HB996","Postsecondary Education Rehabilitation Transition Program; plan for expansion of Program.","H0351","Seibold","H09","Enrolled Bill communicated to Governor on March 10, 2026","3/10/2026","S09","","2/26/2026","","","Approved by Governor-Chapter 721 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB996","1/13/2026","HB996E","2/12/2026","HB996ER","2/26/2026","","","","","","","H7010","S5620","","G7050","","1/13/2026","G7050"
"HB997","Long-term care insurance; premium rate increases, regulations.","H0351","Seibold","H14","Continued to next session in Labor and Commerce (Voice Vote)","2/12/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB997","1/14/2026","","","","","","","","","","","H1440","","","","","1/14/2026","H1440"
"HB998","Menstrual products ingredient labeling; restriction of substances, delayed effective date.","H0351","Seibold","H24","Enrolled Bill communicated to Governor on March 14, 2026","3/14/2026","S04","","3/11/2026","","","Acts of Assembly Chapter text (CHAP0249)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB998","1/14/2026","HB998H1","2/12/2026","HB998ER","3/11/2026","CHAP0249","4/6/2026","","","","","H7010","S5620","","G9998","CHAP0249","1/14/2026","G9998"
"HB999","Virginia Human Rights Act; equal credit opportunities, Virginia Fair Housing Law, nondiscrimination.","H0314","Cole, J.G.","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB999","1/14/2026","HB999H1","2/10/2026","","","","","","","","","H0294","","","","","1/14/2026","H0294"
"HB1000","Rappahannock Area Transportation Authority; created, funding, Planning District 16.","H0314","Cole, J.G.","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB1000","1/14/2026","","","","","","","","","","","H0294","","","","","1/14/2026","H0294"
"HB1001","Virginia College Access and Affordability Scholarship Fund; established, report.","H0305","Tran","H09","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB1001","1/14/2026","HB1001H1","2/9/2026","","","","","","","","","H0294","","","","","1/14/2026","H0294"
"HB1002","Utilities, certain; notice procedures for nonpayment.","H0305","Tran","H02","Enrolled Bill communicated to Governor on March 14, 2026","3/14/2026","S02","","3/12/2026","","","Acts of Assembly Chapter text (CHAP0250)","4/6/2026","N","Y","Y","Y","N","N","Y","N","HB1002","1/14/2026","HB1002H1","2/6/2026","HB1002ER","3/9/2026","CHAP0250","4/6/2026","","","","","H7010","S5620","","G9998","CHAP0250","1/14/2026","G9998"
"HB1003","Transportation network companies; establishes minimum compensation rates, civil penalty.","H0305","Tran","H19","Continued to next session in Transportation (Voice Vote)","2/10/2026","","","","","","","","N","N","N","N","N","Y","N","N","HB1003","1/14/2026","","","","","","","","","","","H1940","","","","","1/14/2026","H1940"
"HB1004","Income tax, state; creates child tax credit.","H0305","Tran","H10","Left in Finance","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB1004","1/14/2026","","","","","","","","","","","H1094","","","","","1/14/2026","H1094"
"HB1005","Virginia Residential Landlord and Tenant Act; rental payment methods, prohibited fees.","H0305","Tran","H11","Fiscal Impact Statement from Department of Planning and Budget (HB1005)","4/1/2026","S12","","3/30/2026","Conference Report released","3/14/2026","Approved by Governor-Chapter 722 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB1005","1/14/2026","HB1005E","2/6/2026","HB1005S1","3/5/2026","HB1005H1","3/14/2026","HB1005ER","3/30/2026","","","H8500","S5620","C6038","G7050","","1/14/2026","G7050"
"HB1006","Schedule VI controlled substances; TPA-certified optometrists permitted to sell and dispense.","H0305","Tran","H24","Fiscal Impact Statement from Department of Planning and Budget (HB1006)","3/31/2026","S05","","3/30/2026","","","Approved by Governor-Chapter 929 (effective 7/1/2026)","4/13/2026","N","Y","Y","Y","N","N","Y","N","HB1006","1/14/2026","HB1006H1","2/12/2026","HB1006ER","3/30/2026","","","","","","","H8500","S5620","","G7050","","1/14/2026","G7050"
"HB1007","Virginia Birth-Related Neurological Injury Compensation Program and Fund; filing of claims.","H0305","Tran","H14","Fiscal Impact Statement from Department of Planning and Budget (HB1007)","4/3/2026","S05","","3/30/2026","Conference Report released","3/13/2026","Governor's recommendation received by House","4/13/2026","N","Y","Y","Y","N","N","N","N","HB1007","1/14/2026","HB1007E","2/10/2026","HB1007S1","2/24/2026","HB1007H1","3/13/2026","HB1007ER","3/30/2026","","","H8500","S5620","C6038","G7210","","1/14/2026","G7210"
"HB1008","Motor vehicle sales and use tax; exemption for electric vehicles, etc.","H0305","Tran","H10","Fiscal Impact Statement from Department of Planning and Budget (HB1008)","2/18/2026","S05","Continued to next session in Finance and Appropriations (15-Y 0-N)","3/3/2026","","","","","N","Y","N","N","N","Y","N","N","HB1008","1/14/2026","HB1008H1","2/12/2026","","","","","","","","","H8500","S0540","","","","1/14/2026","S0540"
"HB1009","Administration of government; language access equity, report.","H0305","Tran","H02","Left in Committee Appropriations","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB1009","1/14/2026","","","","","","","","","","","H0294","","","","","1/14/2026","H0294"
"HB1010","School crossing zones; large children's sports complexes, Planning District 8 (Northern Virginia).","H0305","Tran","H19","Left in Committee Transportation","2/18/2026","","","","","","","","N","N","N","N","Y","N","N","N","HB1010","1/14/2026","","","","","","","","","","","H1994","","","","","1/14/2026","H1994"
